	Windspeed	STDeV	Leq_x	Leq_y	Leq_res
1547	5.3	0.5	45151.15160349237	20163.354068244826	22997.508690062095
1553	5.3	2.0	45606.87960819645	32425.802929413407	34318.142098719974
1552	5.3	1.75	45820.13136485194	27087.82913400211	30542.198099630845
1551	5.3	1.5	45618.60709315097	24216.617196558436	26430.475278785783
1550	5.3	1.25	45411.37648630192	27189.059846276254	28455.17862427021
1549	5.3	1.0	45447.06692696116	21883.200533004205	26068.8238275923
1548	5.3	0.75	45212.97843426455	21203.129864278926	24216.351213960224
1558	5.4	0.75	45220.18912434108	21749.864636928207	24406.007619668493
1559	5.4	1.0	45313.49023321853	21909.372174885917	25749.76865279988
1564	5.4	2.25	45592.39149937733	29581.31562090811	30268.70009597326
1565	5.4	2.5	46127.18357980475	33901.78348310115	36718.77767053292
1557	5.4	0.5	45208.810261476385	20543.80404523403	24042.534888776787
1556	5.4	0.25	44995.089926683526	20070.81464980339	23434.936798784398
1562	5.4	1.75	45766.780976113194	28183.134409893846	29500.04387747409
1563	5.4	2.0	45565.382784451045	31331.14407291322	32272.95524653181
1561	5.4	1.5	45610.806524784566	25819.02999097795	29035.032678981668
1560	5.4	1.25	45429.73679822373	25033.039152611305	29474.295373607172
1574	5.5	2.25	45913.95120939168	35062.34177683512	36298.26292990484
1575	5.5	2.5	45925.40949661259	38266.21315009977	40748.53285048905
1572	5.5	1.75	45842.36976767153	28444.54714599681	31939.318005494355
1573	5.5	2.0	45722.309444358674	34334.99917249247	34854.519757023176
1567	5.5	0.5	45274.87971396229	20560.81281971675	24542.382660336378
1566	5.5	0.25	45459.56581710434	20361.821009580428	23945.126125482973
1568	5.5	0.75	45188.73168141722	22171.246751255345	26303.15716472131
1569	5.5	1.0	45634.36152857278	23903.782987515464	27565.68749603202
1570	5.5	1.25	45466.10463128298	24786.795033959657	26711.29359515661
1571	5.5	1.5	45548.15185275637	27553.381326904306	30942.378333458502
1583	5.6	2.0	45912.36310047562	31212.742215974085	31557.089329386818
1582	5.6	1.75	45696.55088762793	27822.16360686345	31625.46564067167
1577	5.6	0.5	45293.693058095676	20612.84252748242	25649.89317371898
1576	5.6	0.25	45601.7754293822	20233.367954938407	23711.89630744569
1580	5.6	1.25	45820.93048324805	25146.188619579243	29347.17026837179
1581	5.6	1.5	45682.52102511553	26151.398110974227	28414.399123195977
1584	5.6	2.25	46033.32723911148	33765.82789673053	35005.110447354
1585	5.6	2.5	46441.94707970787	39826.99916467025	39877.10855757299
1579	5.6	1.0	45410.37396876975	23290.403995098357	26265.46868381542
1578	5.6	0.75	45728.536712644236	22871.593597025105	27127.275977119996
1587	5.7	0.5	45614.64278095382	21309.01007931971	26154.993800910823
1586	5.7	0.25	45455.582788361266	20672.32704697405	24352.2813188745
1592	5.7	1.75	45936.34522113139	29802.793839379803	32104.94113941584
1593	5.7	2.0	45948.09531716607	33521.10753689998	35784.2133665577
1595	5.7	2.5	46380.217835941265	36608.230353137915	38347.66058137616
1594	5.7	2.25	46023.91330457381	34807.10018558534	35240.61411029212
1589	5.7	1.0	45672.68325413019	24158.002383274208	28510.291321958914
1588	5.7	0.75	45442.72615594821	22517.21468676288	26726.043662877197
1591	5.7	1.5	46201.13656456889	27424.776641614022	29701.58667353434
1590	5.7	1.25	45766.631172841466	27090.881852664585	31044.358682876657
1600	5.8	1.25	45658.00755936505	27455.082065303905	29786.901909105254
1601	5.8	1.5	45433.28567965503	28912.488322823185	31280.18235187669
1605	5.8	2.5	46587.53327567942	38317.443787111944	37835.49439569477
1604	5.8	2.25	46156.28858437184	37655.09389277273	38845.944604752425
1596	5.8	0.25	45330.29651392398	20248.105030996554	24756.767369958736
1597	5.8	0.5	45786.6469648913	22086.247913755564	26081.428318922644
1602	5.8	1.75	45892.20054659086	33131.63671549708	34743.26319383279
1603	5.8	2.0	45923.381186198596	33696.59609013296	36385.05750125034
1598	5.8	0.75	45817.0108387938	24088.732446681566	27334.613276104446
1599	5.8	1.0	45726.49484060515	24979.463190673483	28105.310012401857
1612	5.9	1.75	45805.95079232419	31293.925657992215	33748.34233791282
1613	5.9	2.0	46078.89141744664	37238.709840433046	38223.48618892101
1609	5.9	1.0	45799.412345995035	25742.074422618003	29899.633082765245
1608	5.9	0.75	45462.35169026389	24608.706922604342	28999.343560722806
1614	5.9	2.25	45948.28379511885	35116.73066314535	37100.35230954856
1615	5.9	2.5	46435.30635807376	38745.534271513105	39139.73253563058
1607	5.9	0.5	45573.41481431038	22645.679815653504	27161.10026844108
1606	5.9	0.25	45893.156970922326	21493.22496144832	26099.91046259577
1611	5.9	1.5	45863.30801384984	29328.985112830498	33268.822566365365
1610	5.9	1.25	45961.843775532725	28905.775888060274	30953.127822818213
1620	6.0	1.25	45859.466517607085	33306.04842110288	35793.91533136242
1621	6.0	1.5	46032.11852260754	31158.446120348082	32899.70743447343
1622	6.0	1.75	45946.036011071636	33050.816928629545	35819.28848698188
1623	6.0	2.0	45885.808268676774	35150.10551989497	36275.82403074855
1619	6.0	1.0	45743.982191603296	28235.699941900246	30658.266822541347
1618	6.0	0.75	45789.80930992805	25478.029093717734	28479.91385981138
1625	6.0	2.5	46322.00451781614	40409.365511497854	42323.40950913578
1624	6.0	2.25	46920.00961299235	39796.40459762643	39967.78846907024
1617	6.0	0.5	45713.72332192637	23444.69483000687	26542.769663210274
1616	6.0	0.25	45956.42971864064	21947.51185695198	25968.716564460887
1630	6.1	1.25	46171.20012963281	30103.85971240225	32458.29118953182
1631	6.1	1.5	45977.177047428	32244.864418225752	33884.90069200458
1635	6.1	2.5	46314.09067991793	42416.13667274636	42942.63616680209
1634	6.1	2.25	46286.139044936834	36444.146627238384	38414.310021761965
1632	6.1	1.75	45979.58110249201	33184.17524133949	35149.53343929541
1633	6.1	2.0	46160.27435766879	38497.60709635364	37980.60099956829
1628	6.1	0.75	45899.53582473294	25776.67550511027	29741.792821152212
1629	6.1	1.0	45889.383927587	28096.357492347895	30817.43332999891
1627	6.1	0.5	45725.57694945262	24433.25570509591	27806.481053511943
1626	6.1	0.25	45711.874209746595	23277.191046718995	26795.41951623557
1643	6.2	2.0	46593.669012319595	34112.70671770138	35270.913177759416
1642	6.2	1.75	46291.22118420958	34753.03802561144	36653.76124467906
1641	6.2	1.5	46146.43441785607	31368.008781862714	33209.56594961454
1640	6.2	1.25	45948.43817765445	30867.915897846	33149.09457670067
1645	6.2	2.5	47198.819607981706	42666.709154489574	43275.499012258726
1644	6.2	2.25	46261.04538134896	42981.941235047205	41922.16804657581
1637	6.2	0.5	45844.205907338284	24381.5455911152	28447.34218261735
1636	6.2	0.25	46069.283360350986	24185.348770105065	28088.859678582954
1638	6.2	0.75	45984.029299642054	25679.66800714551	28864.3817881591
1639	6.2	1.0	46057.31814886141	27338.65365922806	30468.396279817043
1655	6.3	2.5	46915.63683994124	45267.97041935455	44897.32578513479
1654	6.3	2.25	46441.027668376846	39519.31165148683	39767.14754051772
1647	6.3	0.5	45926.12743280266	25821.23309130642	28814.658544900474
1646	6.3	0.25	45893.96890669842	24136.942075950526	28258.089443254506
1653	6.3	2.0	46630.44996364236	43188.46203071938	46159.490878294404
1652	6.3	1.75	46520.16101822005	34910.348281846425	35537.61735862872
1648	6.3	0.75	46049.744488695964	26850.065780430356	29961.20633923968
1649	6.3	1.0	46000.43563489676	26947.368499413362	31359.482581758777
1650	6.3	1.25	46342.29624720821	29785.877893916047	31770.02721103361
1651	6.3	1.5	46084.500552456724	35313.432256156586	38586.50894316599
1665	6.4	2.5	46462.40910729226	48278.174853763565	49993.891228233435
1664	6.4	2.25	46628.390852928285	41062.760199036136	40874.7664960254
1660	6.4	1.25	46093.601814498994	31634.70225534412	32577.32615855674
1661	6.4	1.5	46441.77025926894	36016.867920825796	36025.21270115137
1659	6.4	1.0	46314.81559917355	30327.37760058083	32658.146787229947
1658	6.4	0.75	46130.103301215735	27873.00261066626	30082.791227434718
1657	6.4	0.5	46158.91691669918	26930.84446796181	29434.867981097217
1656	6.4	0.25	45932.479395198076	25862.112248861817	29430.725285626628
1663	6.4	2.0	46680.02583434152	36876.27583714754	38983.51493722392
1662	6.4	1.75	46125.575162745554	39453.67073163731	40879.00067546387
1668	6.5	0.75	46211.983317863414	30541.692598625013	32659.719438769047
1669	6.5	1.0	46125.800688365816	30254.917039977474	32989.13257118633
1666	6.5	0.25	46046.42510570472	26314.129646195277	28860.918646931223
1667	6.5	0.5	46186.37098627826	26780.689361115892	30931.00327644839
1675	6.5	2.5	46395.158960800996	44190.98419553648	45614.10095114442
1674	6.5	2.25	46573.85832238132	40039.39062250313	40857.26191935927
1672	6.5	1.75	46634.91244333606	40740.85174417559	40703.1776552325
1673	6.5	2.0	46520.71476308019	39031.688094001474	38903.46414065997
1671	6.5	1.5	46186.243663173795	32177.443632653383	35680.404073299724
1670	6.5	1.25	46246.967262801016	32770.12581697803	35629.04729373073
1678	6.6	0.75	46295.20816380504	30143.065872673844	32288.513564531862
1679	6.6	1.0	46235.39711060043	33340.07632973696	36797.463875652
1684	6.6	2.25	46840.68501447614	44341.64156867917	43996.73500433555
1685	6.6	2.5	46703.52917584989	46165.81907578737	45853.02211777736
1677	6.6	0.5	46252.44393044846	27832.918090282805	31202.62397057625
1676	6.6	0.25	46278.411620520805	26067.737122049137	29987.96606680308
1681	6.6	1.5	46585.239557375884	36129.59013550078	36935.47593007212
1680	6.6	1.25	46208.199532554936	32045.56744534501	34490.14366367536
1683	6.6	2.0	46430.773806614125	39173.94342521677	41969.860415655945
1682	6.6	1.75	46515.04074678928	36072.02170440652	37324.457062469795
1689	6.7	1.0	46418.54706005764	31946.89348436726	34329.67835919399
1688	6.7	0.75	46428.12281000329	30718.942486587242	33464.231781982504
1687	6.7	0.5	46336.81208239989	29033.50797356335	31827.243660532928
1686	6.7	0.25	46439.48371539716	27004.64666988354	30778.891580776934
1693	6.7	2.0	46931.60944316305	44323.75403525136	46840.62685608816
1692	6.7	1.75	46626.785036051544	35817.508659357285	37404.65241694745
1691	6.7	1.5	46510.89643348918	33065.869790108074	35233.403505717826
1690	6.7	1.25	46501.11473522625	35841.66647760941	37113.26393599565
1695	6.7	2.5	47255.710068911765	50537.28667471339	50359.45168684287
1694	6.7	2.25	46775.005309358065	46943.07513368113	49291.67490966572
1704	6.8	2.25	46812.31789374608	44582.46673141951	44404.99016082654
1705	6.8	2.5	47092.67223490909	47630.71989356949	49155.30473029846
1702	6.8	1.75	46529.18816128189	38070.44898825228	40533.39595090095
1703	6.8	2.0	46937.44506269816	46618.27430270431	47836.969588925815
1696	6.8	0.25	46453.81908917598	29741.282479441994	32953.54021838052
1697	6.8	0.5	46504.073138523025	29622.75408650077	32005.33049625827
1701	6.8	1.5	46646.067936646024	35755.78994148819	37735.41829320685
1700	6.8	1.25	46616.52964937876	35442.99118418743	36768.37746556961
1698	6.8	0.75	46339.18220901618	31148.38148497904	33866.85553979432
1699	6.8	1.0	46435.28690507525	35091.51885506449	34901.9921590986
1706	6.9	0.25	46141.12863292759	29816.75071318696	32235.030433988923
1707	6.9	0.5	46492.31296764178	29997.63154673828	32490.202020540044
1709	6.9	1.0	46450.48012909405	31629.068777118027	34144.975017597644
1708	6.9	0.75	46499.12455735444	31072.376737387825	34421.919442813894
1712	6.9	1.75	46623.0924537865	40368.09609633433	40649.929862521516
1713	6.9	2.0	46925.00217027546	43067.58170205267	43211.397023666075
1710	6.9	1.25	46675.08608038861	35455.802702679175	36597.5262885231
1711	6.9	1.5	46483.132257320874	37483.81192457054	38894.621676225404
1715	6.9	2.5	47241.55159567413	44633.03130382693	46798.104002604596
1714	6.9	2.25	46824.2357822595	46154.10435290899	48243.727881402534
1723	7.0	2.0	46994.70102391966	43307.95865814527	44601.668832182506
1722	7.0	1.75	46847.324949869464	40836.121851644464	41613.624018154616
1721	7.0	1.5	46828.24936079173	41359.22588085037	44274.67242289247
1720	7.0	1.25	46756.57525452616	36040.488928654006	38865.13851196482
1719	7.0	1.0	46535.597128508765	35264.03257930152	37419.402765895684
1718	7.0	0.75	46533.173305938195	31453.605991288525	34312.545538898936
1724	7.0	2.25	46826.9092058586	45979.45153093752	46688.3733787244
1725	7.0	2.5	47403.406284350334	54879.28775274361	55303.55906194759
1716	7.0	0.25	46591.37395342249	31039.31321867404	34132.44145286924
1717	7.0	0.5	46525.03139700294	32067.028307172404	33565.93591293014
1734	7.1	2.25	46936.76381794214	43420.29976569249	45090.90559726387
1735	7.1	2.5	47336.00543240207	52744.93283162568	54655.301638868674
1728	7.1	0.75	46527.15440070838	32416.197804114505	35036.34177784727
1729	7.1	1.0	46601.168322236	35400.50934786206	38372.66908158854
1731	7.1	1.5	46664.724906013646	38358.52870195298	40674.8316626303
1730	7.1	1.25	46532.61840177504	36623.6261216946	36912.65218195959
1726	7.1	0.25	46612.19469907887	31590.63461954837	34157.35028985572
1727	7.1	0.5	46683.041168215655	31398.113594515587	33679.1990259254
1733	7.1	2.0	47021.49065484678	47741.34282393237	48458.84005083773
1732	7.1	1.75	46779.642350109825	43587.66043367111	43464.86327766225
1739	7.2	1.0	46784.00380642637	36015.54108657786	39066.090298131996
1738	7.2	0.75	46728.4206390773	35449.418351107764	37283.61484772397
1737	7.2	0.5	46650.858745283345	32395.43617299417	35409.86473813118
1736	7.2	0.25	46850.117915766896	32143.88812866224	35248.32653897689
1745	7.2	2.5	47504.52213732864	52603.892523903975	52446.67540450196
1744	7.2	2.25	47038.551081741505	49757.14237698762	49896.707470724905
1742	7.2	1.75	47116.0132338554	43376.83504883802	45784.39512454463
1743	7.2	2.0	46912.04537825358	47033.688576820095	49048.3889404408
1740	7.2	1.25	47029.11846428804	43758.61409839287	46027.25118599919
1741	7.2	1.5	47038.586256310155	39082.94115805973	41311.96164413674
1754	7.3	2.25	47112.28169664052	52107.396743863574	51610.82867675232
1755	7.3	2.5	47432.99239060037	51637.379624573005	53773.98498183211
1752	7.3	1.75	47091.399719225614	50089.36533090883	50249.89989355306
1753	7.3	2.0	47162.66292710848	43591.64674246127	44362.12433511224
1750	7.3	1.25	46726.519077831734	40766.43914974621	40747.886899662015
1751	7.3	1.5	47033.15025678822	41023.06089147447	44027.91833597312
1746	7.3	0.25	46575.654802671845	33379.6115115716	36718.028922824364
1747	7.3	0.5	46672.04705437403	36057.81822320654	38356.624764366956
1749	7.3	1.0	46813.439524010595	38634.81825707668	39639.28949005872
1748	7.3	0.75	46720.98926294739	35774.31149417741	39118.64380337758
1765	7.4	2.5	47714.2849060362	53089.958365044	52804.71804321151
1764	7.4	2.25	46987.945863276174	49090.66672316076	49789.93163785601
1759	7.4	1.0	46832.71952017864	38056.241651797354	41444.04635780792
1758	7.4	0.75	46688.11590451297	36388.685202768844	38856.41568147763
1763	7.4	2.0	47126.54092825228	47137.3879547198	49427.59005349359
1762	7.4	1.75	46890.79033304071	42857.50294478881	44306.4689163447
1756	7.4	0.25	46637.16949938808	33923.62039162524	36217.17771844302
1757	7.4	0.5	46940.03885938413	37040.99973903253	39302.753099332396
1760	7.4	1.25	46926.29139131769	42971.590563740036	44837.53576237137
1761	7.4	1.5	46915.42455131095	42985.62006851548	42759.19007378084
1766	7.5	0.25	46951.01956845803	36179.11094769781	38117.32940549966
1767	7.5	0.5	46887.122983590445	36219.14253593603	38521.77442666234
1773	7.5	2.0	47237.54564505831	49973.0290989169	49469.28206674969
1772	7.5	1.75	47003.07011527637	46422.72826128172	48752.325137808286
1771	7.5	1.5	46907.89643793795	42396.98673644134	45318.2567247587
1770	7.5	1.25	46710.775738415665	38478.285938022	41519.252570116485
1768	7.5	0.75	46756.641969938566	37154.31242698826	38615.91757721037
1769	7.5	1.0	47039.30330276638	36879.835889283	40181.46590676363
1775	7.5	2.5	47497.950125286414	51485.71310066237	52992.05066455351
1774	7.5	2.25	47295.56190087928	47284.408891234874	46963.549344512656
1785	7.6	2.5	47590.81927330746	56661.72259051558	57561.77486532188
1784	7.6	2.25	47190.64475804278	45453.24050850396	45950.34628933886
1778	7.6	0.75	46956.92233397589	40088.99622122598	42497.307795376015
1779	7.6	1.0	46853.41945331855	41465.50392071946	43621.58275612175
1776	7.6	0.25	47011.999792288785	37160.897381443436	37927.55883865581
1777	7.6	0.5	46917.11979590811	36851.83517073791	38305.52123536771
1780	7.6	1.25	47140.730963326605	44217.43416128938	46594.60343177652
1781	7.6	1.5	46989.89168027156	43071.1953341852	43835.44479903183
1782	7.6	1.75	47288.01414766752	45273.19815059229	45944.18243868928
1783	7.6	2.0	47327.38173077708	46791.80071954072	47387.3627683008
1789	7.7	1.0	46851.501901835836	42658.867534328565	42393.827696609835
1788	7.7	0.75	47073.520975108295	37949.42107363846	40384.70073386731
1786	7.7	0.25	46773.58340573081	36877.14979491754	37847.70484027878
1787	7.7	0.5	46793.06311562497	37295.41893173616	39875.46710871223
1790	7.7	1.25	46824.28204784478	41200.981938998266	44385.46787505605
1791	7.7	1.5	47235.53705776355	43086.72721855067	45037.67264827139
1795	7.7	2.5	47855.46490526739	54456.14896907096	54595.34743387016
1794	7.7	2.25	47322.568607025765	48377.88477755065	49519.73227172447
1793	7.7	2.0	47042.992772398284	46008.68672405581	47831.10300475909
1792	7.7	1.75	47238.81584303261	45648.115960214105	45691.33757145887
1798	7.8	0.75	47000.33356889572	40557.777807696744	41217.896343384404
1799	7.8	1.0	47046.31285699191	40017.599630329605	43168.69253710923
1800	7.8	1.25	47184.37283927892	43517.85624717545	44846.370969114825
1801	7.8	1.5	47297.36967840998	46438.10657169796	46919.82923736051
1802	7.8	1.75	47193.249222171435	49462.12025810583	49327.00909694047
1803	7.8	2.0	47348.35291836865	48574.87836127948	48439.88964640597
1804	7.8	2.25	47418.37364754668	52982.151349962005	52945.59579350573
1805	7.8	2.5	47601.34898251225	52393.48791981039	53093.24293701909
1797	7.8	0.5	46947.967014042435	38933.79672129024	40438.639655856525
1796	7.8	0.25	46969.41774052776	37085.30218888961	39639.19066073776
1814	7.9	2.25	47357.13978854079	49710.816044865576	52228.51555849253
1815	7.9	2.5	47505.61225822418	56781.33087050291	58341.94730461435
1807	7.9	0.5	47086.58767732328	39179.93651750989	41174.511201554116
1806	7.9	0.25	47102.42293856204	38534.54578105345	40740.68788895873
1813	7.9	2.0	47201.464551294586	51404.06345560377	51756.24576818682
1812	7.9	1.75	47216.8528628094	47371.42366575776	48295.84904512605
1808	7.9	0.75	47029.452047813815	40327.09436800701	41531.98618567118
1809	7.9	1.0	47139.84549636674	45928.59993534752	45974.11309496754
1810	7.9	1.25	47417.38048807891	43854.66254576179	45579.00735703314
1811	7.9	1.5	47333.87830676338	48589.44176955561	48965.684455985145
1820	8.0	1.25	47152.81740369133	47237.82432491714	48811.32850882622
1821	8.0	1.5	47215.24063312608	47372.76752061512	47657.47165153208
1818	8.0	0.75	46843.12378409406	40967.243239823365	44102.90678146102
1819	8.0	1.0	47048.878220242506	45583.76121954747	46037.22358371506
1822	8.0	1.75	47444.99361288969	49202.80150676254	49921.779921087014
1823	8.0	2.0	47333.915906037786	52028.629724797116	52029.978305940116
1825	8.0	2.5	47444.12683566248	58462.40550114541	58784.91935791028
1824	8.0	2.25	47827.51009229922	53182.549230855715	55611.79955446193
1817	8.0	0.5	47032.05585995773	37963.230260946955	40571.31407183839
1816	8.0	0.25	47178.249436455575	39133.62737093661	40654.53736245789
1835	8.1	2.5	47855.27228713625	56426.41129790644	57098.596602065685
1834	8.1	2.25	47716.04475051218	56399.292329615055	58653.14854131374
1827	8.1	0.5	47015.41730383548	40186.54896471308	41717.18779127147
1826	8.1	0.25	47014.82437473518	39752.21881051165	41838.54740419583
1832	8.1	1.75	47490.90720634844	52299.5158148906	53377.43625127528
1833	8.1	2.0	47374.78191279614	50579.03198351933	53111.233987151245
1831	8.1	1.5	47615.47077768441	48453.468182023076	51408.022863216334
1830	8.1	1.25	47144.658099077555	46812.398123433326	47170.46323214507
1828	8.1	0.75	47052.15235678662	42507.12539626815	42553.76188034712
1829	8.1	1.0	47357.872356388565	45330.92350426425	48600.40830993448
1837	8.2	0.5	47067.041124036994	41284.325059604154	42497.43558896533
1836	8.2	0.25	46966.610634948745	40914.32711861806	41481.67916775124
1843	8.2	2.0	47443.53123595541	52449.53457614933	54037.92929503777
1842	8.2	1.75	47237.03619636647	56537.13401393108	59005.56492717668
1838	8.2	0.75	47104.08192866142	42313.65902296532	45438.5059112692
1839	8.2	1.0	47158.46916165736	44257.94475790189	45273.35849491651
1844	8.2	2.25	47545.25297870165	55255.07495491399	55116.187850691305
1845	8.2	2.5	48212.86880860415	59888.38635902557	59786.752104526335
1841	8.2	1.5	47281.92947896161	48451.47923390921	49583.79161746644
1840	8.2	1.25	47226.05982137357	45322.946673938415	46915.58291972065
1848	8.3	0.75	47163.0972267138	43220.56640297606	46363.86105905783
1849	8.3	1.0	47391.249324757315	46539.30808969793	48036.05948450043
1852	8.3	1.75	47660.996107328145	55082.83556797027	54930.44582193369
1853	8.3	2.0	47673.35578158127	53384.57928959634	54704.75669524924
1850	8.3	1.25	47241.56602026444	51055.36433138097	51252.236884675876
1851	8.3	1.5	47324.969661867166	49821.23138130734	52422.988727215816
1855	8.3	2.5	47893.93756162275	65683.2002524125	65188.85867358633
1854	8.3	2.25	47713.0480364737	53186.724750605375	54161.64814464772
1847	8.3	0.5	47171.10160503383	44741.45510627957	45153.82269866831
1846	8.3	0.25	46898.01229168757	42327.48562809397	43146.234767328235
1864	8.4	2.25	47496.92877474205	60805.86989014354	61840.34279505367
1865	8.4	2.5	47791.83829777735	59739.98554582231	59384.64318166245
1862	8.4	1.75	47257.6606258498	53592.857061391	54564.6903703747
1863	8.4	2.0	47446.141142804365	62453.83414030351	64441.152089605195
1860	8.4	1.25	47585.00469950473	46232.652696303434	48956.39233897247
1861	8.4	1.5	47314.34945170627	49630.85583019653	51492.63427426542
1859	8.4	1.0	47297.194774714175	46474.70030991017	49317.33299691555
1858	8.4	0.75	47193.38387394117	44680.575205251254	45762.81423406955
1857	8.4	0.5	47279.06416516592	44768.72671461515	45123.65960173669
1856	8.4	0.25	47251.108384721585	43909.79333533255	44464.582201628065
1866	8.5	0.25	47167.76643131615	43592.939297386474	45050.90288174658
1867	8.5	0.5	47204.90008453352	47425.40683236161	47010.59131378129
1871	8.5	1.5	47373.79287271215	49182.243635726976	52403.3268883681
1870	8.5	1.25	47049.62305794799	50297.43046959543	50554.812830941206
1868	8.5	0.75	47172.12602876249	46048.54206331251	45774.8476171916
1869	8.5	1.0	47261.813694984194	46026.0110543159	48423.60383530673
1872	8.5	1.75	47844.98010740508	53504.75363297544	53508.52822579123
1873	8.5	2.0	47182.315788952044	53695.52172178328	54355.5494798081
1875	8.5	2.5	47564.818160297546	64687.94100030739	66061.03739120846
1874	8.5	2.25	47985.85015970265	59269.84817568196	59529.97680330202
1879	8.6	1.0	47458.95969989903	49638.00878000458	49964.26746512707
1878	8.6	0.75	47243.121489782425	45362.017672028436	47290.1205207154
1884	8.6	2.25	47965.11934588167	60568.95638057017	60467.011244050715
1885	8.6	2.5	47962.76335861688	57156.28735817169	58629.20830401272
1877	8.6	0.5	47202.17584980226	46501.16806936407	46720.895452787125
1876	8.6	0.25	47212.033718657374	44018.49870139581	46021.16303550865
1880	8.6	1.25	47294.93311520988	49514.90508060026	52396.96721238035
1881	8.6	1.5	47548.247748521804	53237.66145288416	53430.41689396343
1883	8.6	2.0	47605.19171584694	59671.75231959544	59694.01773181863
1882	8.6	1.75	47469.20594254544	54254.32608914962	56776.43681611235
1893	8.7	2.0	47651.2290828027	54499.822946289496	54104.37594348457
1892	8.7	1.75	47747.111832889364	58954.457569531245	59081.94766750143
1894	8.7	2.25	47428.68720113909	61297.46478302167	61568.46456158646
1895	8.7	2.5	48334.477393086505	63282.64258597817	62816.728897844194
1887	8.7	0.5	47281.4736070879	46967.65839803495	47734.428021738844
1886	8.7	0.25	47321.078840459086	45501.85173671257	47085.20438797623
1890	8.7	1.25	47538.0880224905	52076.41518421435	54414.31006381834
1891	8.7	1.5	47300.88033976175	51293.532844366906	53108.91416737922
1889	8.7	1.0	47373.77700248004	48084.29177951823	51006.173870376115
1888	8.7	0.75	47185.00853525204	48870.08553162607	49362.03883780705
1900	8.8	1.25	47492.71206538504	53783.095301980946	55892.924629946385
1901	8.8	1.5	47315.82678851878	57795.4467403897	58016.509381465046
1902	8.8	1.75	47916.52457601334	65727.29117489367	66565.96353264032
1903	8.8	2.0	47701.04858523683	57970.93360941857	58871.33485936337
1904	8.8	2.25	48106.5000707948	59528.77194924921	60304.444301865784
1905	8.8	2.5	48006.22205185806	66111.27882977427	67362.99050041422
1898	8.8	0.75	47211.12519632743	46160.46790164284	49232.31454789636
1899	8.8	1.0	47495.15154602237	49119.468664843065	50488.01031987799
1896	8.8	0.25	47469.52206821221	45969.33016285969	46230.6044899803
1897	8.8	0.5	47299.58163756414	49805.682409387446	49543.178944178944
1911	8.9	1.5	47394.07120193634	52846.4943828625	53665.175131237986
1910	8.9	1.25	47420.67787804534	55601.72529047477	55790.43240052219
1915	8.9	2.5	47660.81972932032	64342.49174218512	65485.96104269306
1914	8.9	2.25	47854.434823816955	61972.342948002115	61316.13252157751
1909	8.9	1.0	47459.03033229436	49228.152234170746	49549.26741917947
1908	8.9	0.75	47182.45196703566	49119.39987647678	49146.07737385153
1913	8.9	2.0	47699.98725640872	61421.251063902324	62272.46004276161
1912	8.9	1.75	47864.33397273614	56260.31525814972	57692.59182308856
