	Windspeed	STDeV	Leq_x	Leq_y
389	21.5	2.5	6937.047272727273	7303.469999999998
388	21.5	2.25	7088.877272727272	6893.892727272727
387	21.5	2.0	6916.592727272728	5935.23
384	21.5	1.0	6898.649999999999	3195.7745454545457
385	21.5	1.25	6962.491666666666	3912.3196969696974
386	21.5	1.5	7082.586363636364	4171.021818181818
395	21.6	2.5	7039.101818181818	6978.498484848484
394	21.6	2.25	7312.6442424242405	6287.001363636364
393	21.6	2.0	6932.75015151515	5964.084848484848
390	21.6	1.0	6981.24318181818	3210.876818181818
391	21.6	1.25	6890.645757575758	3951.137575757575
392	21.6	1.5	6841.802272727272	4505.519696969697
401	21.7	2.5	7110.4896969696965	7462.0
400	21.7	2.25	7187.086666666666	6238.965909090908
398	21.7	1.5	6842.607272727272	4758.0654545454545
399	21.7	2.0	7039.154545454545	5960.679545454545
396	21.7	1.0	6861.5813636363655	3334.5696969696974
397	21.7	1.25	6855.459393939393	3841.7999999999997
402	21.8	1.0	6838.945454545454	3339.9442424242425
403	21.8	1.25	6879.969696969695	3970.7754545454545
404	21.8	1.5	6854.855909090909	4735.773181818181
405	21.8	2.0	7053.801818181818	5970.521818181819
406	21.8	2.25	6949.270454545454	6687.977272727272
407	21.8	2.5	7475.481363636363	7086.793939393939
413	21.9	2.5	7313.506666666665	6901.556515151515
412	21.9	2.25	6941.110303030302	6503.6
410	21.9	1.5	6900.926666666666	4521.825
411	21.9	2.0	7002.71	6263.565
408	21.9	1.0	6826.081818181817	3456.0021212121205
409	21.9	1.25	6924.800909090909	3766.5806060606055
419	22.0	2.5	7094.2363636363625	7613.072727272727
414	22.0	1.0	6824.912727272728	3483.6398484848482
415	22.0	1.25	6935.833333333333	3718.0593939393934
416	22.0	1.5	6924.8836363636365	4697.291666666667
417	22.0	2.0	7239.3490909090915	5562.949090909091
418	22.0	2.25	7065.882575757574	6288.9745454545455
425	22.1	2.5	7273.854545454545	7262.352575757574
420	22.1	1.0	6800.908333333332	3406.8993939393936
421	22.1	1.25	6948.344242424243	3793.013939393939
422	22.1	1.5	6878.247878787879	4532.908333333333
423	22.1	2.0	7213.458636363635	5629.51090909091
424	22.1	2.25	7283.398181818182	6960.936363636363
431	22.2	2.5	7297.414090909091	7347.2
430	22.2	2.25	7402.779999999999	6559.321212121213
428	22.2	1.5	7088.159545454545	4402.547272727273
429	22.2	2.0	7052.450757575757	5753.631818181818
426	22.2	1.0	6712.884545454545	3408.060303030303
427	22.2	1.25	6819.035454545454	4002.0527272727268
432	22.3	1.0	6755.069090909092	3461.3330303030302
433	22.3	1.25	6893.072727272726	3936.639545454546
434	22.3	1.5	6896.487272727273	4248.4
435	22.3	2.0	6994.988636363635	5460.9454545454555
436	22.3	2.25	7071.231818181818	6215.230151515151
437	22.3	2.5	7299.943181818181	7194.792121212122
440	22.4	1.5	6959.285454545455	4266.817878787878
443	22.4	2.5	7052.163636363635	7010.940303030302
442	22.4	2.25	7025.020757575758	6687.614090909092
441	22.4	2.0	7308.928484848483	5793.75
438	22.4	1.0	6869.299999999999	3259.2000000000003
439	22.4	1.25	6954.043636363636	4037.6842424242423
447	22.5	2.0	7026.978181818183	5598.96212121212
449	22.5	2.5	7325.499999999999	7117.381818181818
444	22.5	1.0	6774.273939393939	3338.9348484848483
445	22.5	1.25	6919.036818181818	3919.32
446	22.5	1.5	6876.102878787878	4499.865454545454
448	22.5	2.25	7268.722272727273	6093.780606060605
455	22.6	2.5	7077.971212121212	7151.336363636363
454	22.6	2.25	7346.704545454545	6675.333333333334
452	22.6	1.5	6929.300606060607	4426.073939393939
453	22.6	2.0	7152.913939393939	5795.702727272727
450	22.6	1.0	6753.89	3413.475
451	22.6	1.25	6883.350909090908	3865.7600000000007
456	22.7	1.0	6796.639999999999	3337.7139393939387
457	22.7	1.25	6911.7818181818175	3871.3565151515154
458	22.7	1.5	6823.430303030302	4725.4518181818175
459	22.7	2.0	6907.878333333333	6092.316363636364
460	22.7	2.25	7365.086212121212	6396.054545454545
461	22.7	2.5	7407.333333333334	7304.136363636364
463	22.8	1.25	6879.964393939393	3756.432121212121
464	22.8	1.5	7095.301363636363	4290.055
465	22.8	2.0	7047.195	5926.348484848486
466	22.8	2.25	7133.556363636364	6319.041969696969
467	22.8	2.5	7277.752272727273	6784.872727272726
462	22.8	1.0	6817.709090909091	3232.0696969696965
471	22.9	2.0	6909.226212121212	6074.818939393939
472	22.9	2.25	7037.103333333332	6324.579545454545
473	22.9	2.5	7247.4800000000005	7078.593939393939
470	22.9	1.5	7045.119393939394	4309.732575757576
468	22.9	1.0	6966.788636363636	3363.7807575757574
469	22.9	1.25	7045.323636363637	3659.4218181818183
474	23.0	1.0	6837.15	3349.999999999999
475	23.0	1.25	6729.410909090909	4059.372727272727
476	23.0	1.5	7020.330909090909	4469.282727272727
477	23.0	2.0	6918.416818181818	5822.877272727272
478	23.0	2.25	7120.625151515151	6662.758787878787
479	23.0	2.5	7101.883333333333	7217.00909090909
480	23.1	1.0	6898.937878787879	3196.2954545454545
481	23.1	1.25	6851.445151515151	3979.4331818181813
482	23.1	1.5	6912.863181818181	4491.3
483	23.1	2.0	7048.308333333332	5476.233333333332
484	23.1	2.25	6975.681818181818	6224.911363636363
485	23.1	2.5	7078.875	6732.605
486	23.2	1.0	6777.776515151516	3364.0600000000004
487	23.2	1.25	6788.445000000001	3889.318181818181
488	23.2	1.5	6970.775	4341.866666666666
489	23.2	2.0	7021.386666666667	5796.902575757575
490	23.2	2.25	7205.71893939394	6118.26409090909
491	23.2	2.5	7196.284242424243	6754.683181818182
496	23.3	2.25	7146.829090909091	6131.127272727273
495	23.3	2.0	6899.40696969697	5655.763636363636
497	23.3	2.5	7139.210909090908	6854.35303030303
493	23.3	1.25	6845.754545454544	3967.9096969696975
492	23.3	1.0	6769.02318181818	3354.0272727272727
494	23.3	1.5	6979.570606060606	4712.463636363636
498	23.4	1.0	6698.206666666666	3438.8999999999996
499	23.4	1.25	6936.499696969698	3774.4260606060607
500	23.4	1.5	6817.031666666667	4241.249999999999
501	23.4	2.0	7042.254545454545	6057.110909090909
502	23.4	2.25	7017.983030303031	6406.7072727272725
503	23.4	2.5	7168.124242424243	7009.651515151514
509	23.5	2.5	7430.079545454545	6447.999999999999
508	23.5	2.25	6940.422727272727	6059.2439393939385
507	23.5	2.0	6973.760606060605	5659.413333333333
505	23.5	1.25	6829.16	3707.652272727273
504	23.5	1.0	6819.669545454545	3310.313333333333
506	23.5	1.5	6840.310909090907	4726.67893939394
510	23.6	1.0	6766.077272727273	3409.196969696969
511	23.6	1.25	6837.839393939394	3816.2424242424245
512	23.6	1.5	6835.108484848484	4457.30303030303
513	23.6	2.0	7070.676363636364	5727.604545454546
514	23.6	2.25	7138.210454545455	6041.145
515	23.6	2.5	7254.1260606060605	6540.013636363636
516	23.7	1.0	6908.833636363636	3152.6821212121204
517	23.7	1.25	6978.229545454544	3576.834090909091
518	23.7	1.5	6910.179545454544	4484.522727272727
519	23.7	2.0	6802.698181818181	5483.381818181819
520	23.7	2.25	6967.111666666667	6131.184848484848
521	23.7	2.5	7367.318181818181	6753.003787878787
526	23.8	2.25	7288.203787878788	6452.522727272727
527	23.8	2.5	7236.111212121212	7117.071212121211
524	23.8	1.5	6940.1849999999995	4318.787878787878
525	23.8	2.0	6905.333333333333	5780.72909090909
522	23.8	1.0	6786.742424242423	3266.3481818181813
523	23.8	1.25	6743.164999999999	4073.4363636363632
528	23.9	1.0	6826.191515151513	3329.4545454545464
529	23.9	1.25	6815.910151515152	3743.828181818182
530	23.9	1.5	6955.934090909091	4418.684848484848
531	23.9	2.0	7039.401515151516	5750.958181818182
532	23.9	2.25	7024.541666666666	6130.036363636364
533	23.9	2.5	7096.500454545454	6935.108181818182
536	24.0	1.5	6835.889393939395	4606.085454545453
534	24.0	1.0	6719.5990909090915	3436.642727272728
535	24.0	1.25	6992.735454545455	3640.873939393939
537	24.0	2.0	6911.645	5821.138636363636
538	24.0	2.25	7012.00303030303	6373.579545454544
539	24.0	2.5	7244.7666666666655	7147.320303030303
544	24.1	2.25	7091.097121212121	6134.7818181818175
543	24.1	2.0	7066.094545454545	5818.618181818181
542	24.1	1.5	6887.8436363636365	4398.818181818181
540	24.1	1.0	6708.768181818182	3369.5175757575753
545	24.1	2.5	7066.457727272727	6726.8036363636365
541	24.1	1.25	6911.402727272726	3735.4172727272726
549	24.2	2.0	7085.815151515152	5618.012121212121
548	24.2	1.5	6972.608181818181	4708.647272727274
550	24.2	2.25	7262.413636363635	6425.890909090909
546	24.2	1.0	6748.082424242424	3441.377727272727
547	24.2	1.25	6747.50909090909	3891.1831818181818
551	24.2	2.5	7265.531212121212	7153.621818181818
557	24.3	2.5	7213.816363636362	7096.294545454545
554	24.3	1.5	6838.958333333332	4474.369090909091
555	24.3	2.0	6801.752272727273	5706.381818181818
556	24.3	2.25	7184.591060606061	6325.236363636363
552	24.3	1.0	6739.455454545453	3174.0878787878787
553	24.3	1.25	6858.695757575757	3746.90909090909
561	24.4	2.0	6968.830909090909	5550.672727272728
563	24.4	2.5	7328.524090909091	7110.620454545455
562	24.4	2.25	7137.333333333333	6388.433333333333
560	24.4	1.5	6786.46606060606	4467.381515151515
559	24.4	1.25	6739.483333333334	3884.639393939394
558	24.4	1.0	6779.064242424242	3184.57303030303
569	24.5	2.5	7120.109999999999	6725.833333333333
568	24.5	2.25	7217.15	6187.524242424242
567	24.5	2.0	6984.023636363635	5748.1937878787885
566	24.5	1.5	6851.94787878788	4610.575757575757
565	24.5	1.25	6864.47515151515	4103.272727272727
564	24.5	1.0	6657.668181818181	3377.778787878787
575	24.6	2.5	7188.095151515152	6702.526515151514
570	24.6	1.0	6742.679999999999	3232.2924242424237
573	24.6	2.0	6837.112727272727	5654.400000000001
571	24.6	1.25	6783.110606060607	3781.750454545454
574	24.6	2.25	7370.420454545454	6337.145454545454
572	24.6	1.5	7148.392424242424	4135.3949999999995
580	24.7	2.25	6952.1606060606055	6042.622727272727
576	24.7	1.0	6736.7780303030295	3311.920454545455
577	24.7	1.25	6840.967272727273	3656.988636363636
578	24.7	1.5	6961.767272727272	4443.954545454545
579	24.7	2.0	7288.053636363637	5464.58
581	24.7	2.5	7207.956818181819	7198.890909090907
582	24.8	1.0	6806.691515151514	3404.2242424242418
583	24.8	1.25	6818.109999999999	3650.559999999999
584	24.8	1.5	6801.512727272728	4498.83
585	24.8	2.0	7130.352272727272	5498.1606060606055
586	24.8	2.25	7144.86818181818	6035.484848484847
587	24.8	2.5	7391.61696969697	7035.14393939394
593	24.9	2.5	7177.943939393939	7384.381818181818
592	24.9	2.25	7233.50606060606	6217.295757575757
591	24.9	2.0	6967.135	5816.618181818181
590	24.9	1.5	6801.860303030302	4363.854545454545
589	24.9	1.25	6861.612121212121	3864.138181818182
588	24.9	1.0	6804.852272727272	3251.657575757575
594	25.0	1.0	6781.879999999998	3143.7499999999995
595	25.0	1.25	6708.845454545454	4042.012121212121
596	25.0	1.5	6845.448181818181	4383.533333333333
597	25.0	2.0	7063.763484848485	5866.0199999999995
598	25.0	2.25	7391.453030303031	5881.145454545454
599	25.0	2.5	7358.955	7110.889545454545
601	25.1	1.25	6836.534545454545	3846.409090909091
602	25.1	1.5	6977.240454545455	4502.060606060606
603	25.1	2.0	6979.996969696971	5827.401515151516
604	25.1	2.25	6897.98515151515	6255.26212121212
605	25.1	2.5	7265.063636363636	6701.987121212121
600	25.1	1.0	6789.9333333333325	3338.072727272727
